,locus_tag,old_locus_tag,name,description,type,length
lcl|NC_002947.4_gene_4717,PP_RS23400,PP_4494,,LysR substrate-binding domain-containing protein,CDS,885
lcl|NC_002947.4_gene_4718,PP_RS23405,PP_4495,,amino acid permease,CDS,1419
lcl|NC_002947.4_gene_4719,PP_RS23410,PP_4496,,23S rRNA pseudouridine(2605) synthase RluB,CDS,1068
lcl|NC_002947.4_gene_4720,PP_RS23415,PP_4497,scpB,SMC-Scp complex subunit ScpB,CDS,768
lcl|NC_002947.4_gene_4721,PP_RS23420,PP_4498,,ScpA family protein,CDS,741
lcl|NC_002947.4_gene_4722,PP_RS23425,PP_4499,,L-threonylcarbamoyladenylate synthase,CDS,630
lcl|NC_002947.4_gene_4723,PP_RS23430,PP_4500,,PHP domain-containing protein,CDS,861
lcl|NC_002947.4_gene_4724,PP_RS23435,PP_4501,,septation protein A,CDS,594
lcl|NC_002947.4_gene_4725,PP_RS23440,PP_4502,,YciI family protein,CDS,300
lcl|NC_002947.4_gene_4726,PP_RS23445,PP_4503,,response regulator transcription factor,CDS,678
lcl|NC_002947.4_gene_4727,PP_RS23450,PP_4504,,Spy/CpxP family protein refolding chaperone,CDS,417
lcl|NC_002947.4_gene_4728,PP_RS23455,PP_4505,,HAMP domain-containing sensor histidine kinase,CDS,1341
lcl|NC_002947.4_gene_4729,PP_RS23460,PP_4506,,NAD(P)H nitroreductase,CDS,558
lcl|NC_002947.4_gene_4730,PP_RS23465,PP_4507,,TrkH family potassium uptake protein,CDS,1455
lcl|NC_002947.4_gene_4731,PP_RS23470,PP_4508,,AraC family transcriptional regulator,CDS,1062
lcl|NC_002947.4_gene_4732,PP_RS23475,PP_4509,,DUF962 domain-containing protein,CDS,312
lcl|NC_002947.4_gene_4733,PP_RS23480,PP_4510,,"UDP-2,3-diacylglucosamine diphosphatase",CDS,798
lcl|NC_002947.4_gene_4734,PP_RS23485,PP_4511,,AraC family transcriptional regulator,CDS,768
lcl|NC_002947.4_gene_4735,PP_RS23490,PP_4512,,DMT family transporter,CDS,891
lcl|NC_002947.4_gene_4736,PP_RS23495,PP_4513,,SelT/SelW/SelH family protein,CDS,282
lcl|NC_002947.4_gene_4737,PP_RS23500,PP_4514,,patatin-like phospholipase family protein,CDS,2187
lcl|NC_002947.4_gene_4738,PP_RS23505,PP_4515,,MarR family transcriptional regulator,CDS,438
lcl|NC_002947.4_gene_4739,PP_RS23510,PP_4516,recQ,DNA helicase RecQ,CDS,2148
lcl|NC_002947.4_gene_4740,PP_RS23515,PP_4517,,YecA family protein,CDS,588
lcl|NC_002947.4_gene_4741,PP_RS23520,PP_4518,,YbaN family protein,CDS,366
lcl|NC_002947.4_gene_4742,PP_RS23525,PP_4519,,TolC family outer membrane protein,CDS,1359
lcl|NC_002947.4_gene_4743,PP_RS23530,PP_4520,,tRNA-uridine aminocarboxypropyltransferase,CDS,600
lcl|NC_002947.4_gene_4744,PP_RS23535,PP_4521,,PAS domain-containing methyl-accepting chemotaxis protein,CDS,1566
lcl|NC_002947.4_gene_4745,PP_RS23540,PP_4522,,LysR family transcriptional regulator,CDS,894
lcl|NC_002947.4_gene_4746,PP_RS23545,PP_4523,speB,agmatinase,CDS,951
lcl|NC_002947.4_gene_4747,PP_RS23550,PP_4524,,sodium:solute symporter,CDS,1380
lcl|NC_002947.4_gene_4748,PP_RS28820,,,PA1414 family protein,CDS,129
lcl|NC_002947.4_gene_4749,PP_RS23555,PP_4525,,LysR family transcriptional regulator,CDS,894
lcl|NC_002947.4_gene_4750,PP_RS23560,PP_4526,,MFS transporter,CDS,1173
lcl|NC_002947.4_gene_4751,PP_RS23565,PP_4527,,DMT family transporter,CDS,927
lcl|NC_002947.4_gene_4752,PP_RS23570,PP_4528,,hypothetical protein,CDS,396
lcl|NC_002947.4_gene_4753,PP_RS23575,PP_4529,,BrnA antitoxin family protein,CDS,255
lcl|NC_002947.4_gene_4754,PP_RS23580,PP_4530,,BrnT family toxin,CDS,279
lcl|NC_002947.4_gene_4755,PP_RS23585,PP_4531,,hypothetical protein,CDS,273
lcl|NC_002947.4_gene_4756,PP_RS23590,PP_4532,,DEAD/DEAH box helicase,CDS,1362
lcl|NC_002947.4_gene_4757,PP_RS23595,PP_4533,,mechanosensitive ion channel family protein,CDS,1302
lcl|NC_002947.4_gene_4758,PP_RS23600,PP_5695,,DUF3077 domain-containing protein,CDS,270
lcl|NC_002947.4_gene_4759,PP_RS23605,PP_4534,,hypothetical protein,CDS,243
lcl|NC_002947.4_gene_4760,PP_RS23610,PP_4535,,DUF3732 domain-containing protein,CDS,2004
lcl|NC_002947.4_gene_4761,PP_RS23615,PP_5696,,three component ABC system middle component,CDS,462
lcl|NC_002947.4_gene_4762,PP_RS23620,PP_5697,,hypothetical protein,CDS,294
lcl|NC_002947.4_gene_4763,PP_RS23625,PP_4536,,mechanosensitive ion channel family protein,CDS,612
lcl|NC_002947.4_gene_4764,PP_RS23630,PP_4537,,carboxylate/amino acid/amine transporter,CDS,876
lcl|NC_002947.4_gene_4765,PP_RS23635,PP_4538,,FMN-dependent NADH-azoreductase,CDS,600
lcl|NC_002947.4_gene_4766,PP_RS23640,PP_5698,,hypothetical protein,CDS,315
lcl|NC_002947.4_gene_4767,PP_RS23645,PP_4539,,LysR family transcriptional regulator,CDS,924
lcl|NC_002947.4_gene_4768,PP_RS23650,PP_4540,,alpha/beta fold hydrolase,CDS,813
lcl|NC_002947.4_gene_4769,PP_RS23655,PP_4541,,peptidylprolyl isomerase A,CDS,558
lcl|NC_002947.4_gene_4770,PP_RS23660,PP_4542,,ABC transporter ATP-binding protein,CDS,1833
lcl|NC_002947.4_gene_4771,PP_RS23665,PP_4543,,GNAT family N-acetyltransferase,CDS,1128
lcl|NC_002947.4_gene_4772,PP_RS23670,PP_4544,,putative porin,CDS,1245
lcl|NC_002947.4_gene_4773,PP_RS23675,PP_4545,,beta-ketoacyl-ACP synthase III,CDS,1122
lcl|NC_002947.4_gene_4774,PP_RS23680,PP_4546,hrpA,ATP-dependent RNA helicase HrpA,CDS,3906
lcl|NC_002947.4_gene_4775,PP_RS23685,PP_4547,,glutamine synthetase family protein,CDS,1365
lcl|NC_002947.4_gene_4776,PP_RS23690,PP_4548,,FAD-binding oxidoreductase,CDS,1308
lcl|NC_002947.4_gene_4777,PP_RS23695,PP_4549,fadD1,long-chain-fatty-acid--CoA ligase FadD1,CDS,1698
lcl|NC_002947.4_gene_4778,PP_RS23700,PP_4550,fadD2,long-chain-fatty-acid--CoA ligase FadD2,CDS,1689
lcl|NC_002947.4_gene_4779,PP_RS23705,PP_4551,,alpha/beta hydrolase,CDS,945
lcl|NC_002947.4_gene_4780,PP_RS23710,PP_4552,,MaoC family dehydratase,CDS,471
lcl|NC_002947.4_gene_4781,PP_RS23715,PP_4553,,RNA polymerase sigma factor,CDS,1239
lcl|NC_002947.4_gene_4782,PP_RS23720,PP_4554,,SRPBCC family protein,CDS,486
lcl|NC_002947.4_gene_4783,PP_RS23725,PP_4555,,YciI family protein,CDS,345
lcl|NC_002947.4_gene_4784,PP_RS23730,PP_4556,,nuclear transport factor 2 family protein,CDS,426
lcl|NC_002947.4_gene_4785,PP_RS23735,PP_4557,,DUF2790 domain-containing protein,CDS,258
lcl|NC_002947.4_gene_4786,PP_RS23740,PP_4558,,GNAT family N-acetyltransferase,CDS,405
lcl|NC_002947.4_gene_4787,PP_RS23745,PP_4559,def,peptide deformylase,CDS,537
lcl|NC_002947.4_gene_4788,PP_RS23750,PP_4560,,YihY/virulence factor BrkB family protein,CDS,957
lcl|NC_002947.4_gene_4789,PP_RS23755,PP_4561,,CsbD family protein,CDS,180
lcl|NC_002947.4_gene_4790,PP_RS23760,PP_4562,,hypothetical protein,CDS,381
lcl|NC_002947.4_gene_4791,PP_RS23765,PP_4563,,S1 RNA-binding domain-containing protein,CDS,837
lcl|NC_002947.4_gene_4792,PP_RS23770,PP_4564,,DUF6279 family lipoprotein,CDS,861
lcl|NC_002947.4_gene_4793,PP_RS23775,PP_4565,aceK,bifunctional isocitrate dehydrogenase kinase/phosphatase,CDS,1716
lcl|NC_002947.4_gene_4794,PP_RS23780,PP_4566,,DMT family transporter,CDS,876
lcl|NC_002947.4_gene_4795,PP_RS23785,PP_4567,,DUF4265 domain-containing protein,CDS,459
lcl|NC_002947.4_gene_4796,PP_RS23790,PP_4568,,DMT family transporter,CDS,882
lcl|NC_002947.4_gene_4797,PP_RS28725,,,hypothetical protein,CDS,162
lcl|NC_002947.4_gene_4798,PP_RS23800,PP_4570,,aspartyl/asparaginyl beta-hydroxylase domain-containing protein,CDS,936
lcl|NC_002947.4_gene_4799,PP_RS23805,PP_4571,cysK,cysteine synthase A,CDS,975
lcl|NC_002947.4_gene_4800,PP_RS23810,PP_4572,,DUF748 domain-containing protein,CDS,1074
lcl|NC_002947.4_gene_4801,PP_RS23815,PP_4573,,MoxR family ATPase,CDS,846
lcl|NC_002947.4_gene_4802,PP_RS23820,PP_4574,,VWA domain-containing protein,CDS,1179
lcl|NC_002947.4_gene_4803,PP_RS23825,PP_4575,,biotin-dependent carboxyltransferase family protein,CDS,918
lcl|NC_002947.4_gene_4804,PP_RS23830,PP_4576,pxpB,5-oxoprolinase subunit PxpB,CDS,687
lcl|NC_002947.4_gene_4805,PP_RS23835,PP_4577,,5-oxoprolinase subunit PxpA,CDS,777
lcl|NC_002947.4_gene_4806,PP_RS23840,PP_4578,,MFS transporter,CDS,1287
lcl|NC_002947.4_gene_4807,PP_RS23845,PP_4579,,LysR family transcriptional regulator,CDS,912
lcl|NC_002947.4_gene_4808,PP_RS23850,PP_4580,,DUF2937 family protein,CDS,522
lcl|NC_002947.4_gene_4809,PP_RS23855,PP_4581,,class II glutamine amidotransferase,CDS,774
lcl|NC_002947.4_gene_4810,PP_RS23860,PP_4582,,hypothetical protein,CDS,498
lcl|NC_002947.4_gene_4811,PP_RS23865,PP_4583,,S9 family peptidase,CDS,2043
lcl|NC_002947.4_gene_4812,PP_RS23870,,,hypothetical protein,CDS,279
lcl|NC_002947.4_gene_4813,PP_RS23875,PP_4584,,YajD family HNH nuclease,CDS,372
lcl|NC_002947.4_gene_4814,PP_RS23880,PP_4585,,RNA methyltransferase,CDS,471
lcl|NC_002947.4_gene_4815,PP_RS23885,PP_4586,,hypothetical protein,CDS,1209
lcl|NC_002947.4_gene_4816,PP_RS23890,PP_4587,,YcgN family cysteine cluster protein,CDS,450
lcl|NC_002947.4_gene_4817,PP_RS23895,PP_4588,,nitroreductase family protein,CDS,594
lcl|NC_002947.4_gene_4818,PP_RS23900,PP_4589,,D-2-hydroxyacid dehydrogenase,CDS,933
lcl|NC_002947.4_gene_4819,PP_RS23905,PP_4590,,YcgL domain-containing protein,CDS,294
lcl|NC_002947.4_gene_4820,PP_RS23910,PP_4591,rnd,ribonuclease D,CDS,1134
lcl|NC_002947.4_gene_4821,PP_RS23915,PP_4592,,phosphoethanolamine transferase,CDS,1638
lcl|NC_002947.4_gene_4822,PP_RS23920,PP_4593,,YdcH family protein,CDS,237
lcl|NC_002947.4_gene_4823,PP_RS23925,PP_4594,,PLP-dependent aspartate aminotransferase family protein,CDS,1182
lcl|NC_002947.4_gene_4824,PP_RS23930,PP_4595,,Lrp/AsnC family transcriptional regulator,CDS,462
lcl|NC_002947.4_gene_4825,PP_RS23935,PP_4596,,FdhF/YdeP family oxidoreductase,CDS,2331
lcl|NC_002947.4_gene_4826,PP_RS23940,PP_4597,moaA,"GTP 3',8-cyclase MoaA",CDS,1005
lcl|NC_002947.4_gene_4827,PP_RS23945,PP_4598,,bestrophin family protein,CDS,900
lcl|NC_002947.4_gene_4828,PP_RS23950,PP_4599,,IS110-like element ISPpu10 family transposase,CDS,966
lcl|NC_002947.4_gene_4829,PP_RS23955,PP_4600,moaB,molybdenum cofactor biosynthesis protein B,CDS,519
lcl|NC_002947.4_gene_4830,PP_RS23960,PP_4601,,LysR family transcriptional regulator,CDS,888
lcl|NC_002947.4_gene_4831,PP_RS23965,PP_4602,,AraC family transcriptional regulator,CDS,783
lcl|NC_002947.4_gene_4832,PP_RS23970,PP_4603,,IS110-like element ISPpu9 family transposase,CDS,1329
lcl|NC_002947.4_gene_4833,PP_RS23975,PP_4604,,DMT family transporter,CDS,903
lcl|NC_002947.4_gene_4834,PP_RS23980,PP_4605,,helix-turn-helix domain-containing protein,CDS,876
lcl|NC_002947.4_gene_4835,PP_RS23985,PP_4606,,TonB-dependent siderophore receptor,CDS,2391
lcl|NC_002947.4_gene_4836,PP_RS23990,PP_4607,,FecR domain-containing protein,CDS,981
lcl|NC_002947.4_gene_4837,PP_RS23995,PP_4608,,RNA polymerase sigma factor,CDS,576
lcl|NC_002947.4_gene_4838,PP_RS24000,PP_4609,,DUF3325 domain-containing protein,CDS,327
lcl|NC_002947.4_gene_4839,PP_RS24005,PP_4610,,PepSY domain-containing protein,CDS,1578
lcl|NC_002947.4_gene_4840,PP_RS24010,PP_5699,,DUF3649 domain-containing protein,CDS,306
lcl|NC_002947.4_gene_4841,PP_RS24015,PP_4611,,sigma-70 family RNA polymerase sigma factor,CDS,513
lcl|NC_002947.4_gene_4842,PP_RS24020,PP_4612,,FecR domain-containing protein,CDS,927
lcl|NC_002947.4_gene_4843,PP_RS24025,PP_4613,fecA,TonB-dependent Fe(3+) dicitrate receptor FecA,CDS,2325
lcl|NC_002947.4_gene_4844,PP_RS24030,PP_5700,,HPF/RaiA family ribosome-associated protein,CDS,348
lcl|NC_002947.4_gene_4845,PP_RS24035,PP_4614,,DUF3509 domain-containing protein,CDS,291
lcl|NC_002947.4_gene_4846,PP_RS24040,PP_4615,,phosphate-starvation-inducible protein PsiE,CDS,471
lcl|NC_002947.4_gene_4847,PP_RS24045,PP_4616,,YebG family protein,CDS,264
lcl|NC_002947.4_gene_4848,PP_RS24050,PP_4617,,Glu/Leu/Phe/Val dehydrogenase dimerization domain-containing protein,CDS,1020
lcl|NC_002947.4_gene_4849,PP_RS24055,PP_4618,,SirB1 family protein,CDS,807
lcl|NC_002947.4_gene_4850,PP_RS24060,PP_4619,maiA,maleylacetoacetate isomerase,CDS,633
lcl|NC_002947.4_gene_4851,PP_RS24065,PP_4620,fahA,fumarylacetoacetase,CDS,1293
lcl|NC_002947.4_gene_4852,PP_RS24070,PP_4621,hmgA,"homogentisate 1,2-dioxygenase",CDS,1302
lcl|NC_002947.4_gene_4853,PP_RS24075,PP_4622,,IclR family transcriptional regulator,CDS,834
lcl|NC_002947.4_gene_4854,PP_RS24080,PP_4623,,hypothetical protein,CDS,3225
lcl|NC_002947.4_gene_4855,PP_RS24085,PP_4624,,alpha/beta fold hydrolase,CDS,906
lcl|NC_002947.4_gene_4856,PP_RS24090,PP_4625,,LrgB family protein,CDS,687
lcl|NC_002947.4_gene_4857,PP_RS24095,PP_4626,,CidA/LrgA family protein,CDS,387
lcl|NC_002947.4_gene_4858,PP_RS24100,PP_4627,,LysR family transcriptional regulator,CDS,882
lcl|NC_002947.4_gene_4859,PP_RS24105,PP_4628,,flavodoxin,CDS,456
lcl|NC_002947.4_gene_4860,PP_RS24110,PP_4629,,PAS sensor domain-containing protein,CDS,429
lcl|NC_002947.4_gene_4861,PP_RS24115,PP_5702,,hypothetical protein,CDS,618
lcl|NC_002947.4_gene_4862,PP_RS24120,PP_4630,,MerR family transcriptional regulator,CDS,936
lcl|NC_002947.4_gene_4863,PP_RS24125,PP_4631,,antibiotic biosynthesis monooxygenase,CDS,561
lcl|NC_002947.4_gene_4864,PP_RS24130,PP_4632,folM,dihydromonapterin reductase,CDS,738
lcl|NC_002947.4_gene_4865,PP_RS24135,PP_4633,,DUF1244 domain-containing protein,CDS,297
lcl|NC_002947.4_gene_4866,PP_RS24140,PP_5703,,HopJ type III effector protein,CDS,342
lcl|NC_002947.4_gene_4867,PP_RS24145,PP_4634,,alpha/beta fold hydrolase,CDS,909
lcl|NC_002947.4_gene_4868,PP_RS24150,PP_4635,fabV,enoyl-ACP reductase FabV,CDS,1212
lcl|NC_002947.4_gene_4869,PP_RS24155,PP_4636,,acetyl-CoA C-acetyltransferase,CDS,1179
lcl|NC_002947.4_gene_4870,PP_RS24160,PP_4637,,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase,CDS,801
lcl|NC_002947.4_gene_4871,PP_RS24165,PP_4638,,methylenetetrahydrofolate reductase C-terminal domain-containing protein,CDS,1488
lcl|NC_002947.4_gene_4872,PP_RS24170,PP_4639,yjiA,GTPase,CDS,978
lcl|NC_002947.4_gene_4873,PP_RS24175,PP_4640,,YbdD/YjiX family protein,CDS,198
lcl|NC_002947.4_gene_4874,PP_RS24180,PP_4641,,carbon starvation CstA family protein,CDS,2067
lcl|NC_002947.4_gene_4875,PP_RS24185,PP_4642,,PilZ domain-containing protein,CDS,363
lcl|NC_002947.4_gene_4876,PP_RS24190,PP_4643,,nucleobase:cation symporter-2 family protein,CDS,1518
lcl|NC_002947.4_gene_4877,PP_RS24195,PP_4644,radA,DNA repair protein RadA,CDS,1371
lcl|NC_002947.4_gene_4878,PP_RS24200,PP_4645,mscL,large-conductance mechanosensitive channel protein MscL,CDS,420
lcl|NC_002947.4_gene_4879,PP_RS24205,PP_4646,,ferredoxin--NADP reductase,CDS,777
lcl|NC_002947.4_gene_4880,PP_RS24210,PP_4647,,autoinducer binding domain-containing protein,CDS,708
lcl|NC_002947.4_gene_4881,PP_RS24215,PP_4648,,methyltransferase,CDS,1125
lcl|NC_002947.4_gene_4882,PP_RS24220,PP_4649,,DUF2474 domain-containing protein,CDS,156
lcl|NC_002947.4_gene_4883,PP_RS24225,PP_4650,cydB,cytochrome d ubiquinol oxidase subunit II,CDS,1008
lcl|NC_002947.4_gene_4884,PP_RS24230,PP_4651,,cytochrome ubiquinol oxidase subunit I,CDS,1437
lcl|NC_002947.4_gene_4885,PP_RS24235,PP_4652,,MFS transporter,CDS,1221
lcl|NC_002947.4_gene_4886,PP_RS24240,PP_4653,,NCS2 family permease,CDS,1296
lcl|NC_002947.4_gene_4887,PP_RS24245,PP_4654,trmA,tRNA (uridine(54)-C5)-methyltransferase TrmA,CDS,1086
lcl|NC_002947.4_gene_4888,PP_RS24250,PP_4655,pcaG,"protocatechuate 3,4-dioxygenase subunit alpha",CDS,606
lcl|NC_002947.4_gene_4889,PP_RS24255,PP_4656,pcaH,"protocatechuate 3,4-dioxygenase subunit beta",CDS,720
lcl|NC_002947.4_gene_4890,PP_RS24260,PP_4657,,neutral zinc metallopeptidase,CDS,885
lcl|NC_002947.4_gene_4891,PP_RS24265,PP_4658,,methyl-accepting chemotaxis protein,CDS,1920
lcl|NC_002947.4_gene_4892,PP_RS24270,PP_4659,ggt,gamma-glutamyltransferase,CDS,1668
lcl|NC_002947.4_gene_4893,PP_RS24275,PP_4660,,LysR family transcriptional regulator,CDS,897
lcl|NC_002947.4_gene_4894,PP_RS24280,PP_4661,,NAD(P)H-dependent oxidoreductase,CDS,591
lcl|NC_002947.4_gene_4895,PP_RS24285,PP_4662,,putative quinol monooxygenase,CDS,315
lcl|NC_002947.4_gene_4896,PP_RS24290,PP_4663,,sulfite exporter TauE/SafE family protein,CDS,765
lcl|NC_002947.4_gene_4897,PP_RS24295,PP_4664,,LysR substrate-binding domain-containing protein,CDS,882
lcl|NC_002947.4_gene_4898,PP_RS24300,PP_4665,,cupin domain-containing protein,CDS,345
lcl|NC_002947.4_gene_4899,PP_RS24305,PP_4666,mmsB,3-hydroxyisobutyrate dehydrogenase,CDS,888
lcl|NC_002947.4_gene_4900,PP_RS24310,PP_4667,,CoA-acylating methylmalonate-semialdehyde dehydrogenase,CDS,1527
lcl|NC_002947.4_gene_4901,PP_RS24315,PP_4668,,LysR family transcriptional regulator,CDS,951
lcl|NC_002947.4_gene_4902,PP_RS24320,PP_4669,,OmpA family protein,CDS,492
lcl|NC_002947.4_gene_4903,PP_RS24325,PP_4670,,diguanylate cyclase domain-containing protein,CDS,1272
lcl|NC_002947.4_gene_4904,PP_RS24330,PP_4671,,YfiR family protein,CDS,567
lcl|NC_002947.4_gene_4905,PP_RS24335,PP_4672,recD,exodeoxyribonuclease V subunit alpha,CDS,2076
lcl|NC_002947.4_gene_4906,PP_RS24340,PP_4673,recB,exodeoxyribonuclease V subunit beta,CDS,3675
lcl|NC_002947.4_gene_4907,PP_RS24345,PP_4674,recC,exodeoxyribonuclease V subunit gamma,CDS,3483
lcl|NC_002947.4_gene_4908,PP_RS24350,PP_5SG,rrf,5S ribosomal RNA,rRNA,116
lcl|NC_002947.4_gene_4909,PP_RS24355,PP_23SG,,23S ribosomal RNA,rRNA,2893
lcl|NC_002947.4_gene_4910,PP_RS24360,PP_t51,,tRNA-Ala,tRNA,76
lcl|NC_002947.4_gene_4911,PP_RS24365,PP_t50,,tRNA-Ile,tRNA,77
lcl|NC_002947.4_gene_4912,PP_RS24370,PP_16SG,,16S ribosomal RNA,rRNA,1537
lcl|NC_002947.4_gene_4913,PP_RS24375,PP_4675,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,CDS,594
lcl|NC_002947.4_gene_4914,PP_RS24380,PP_4676,msrP,protein-methionine-sulfoxide reductase catalytic subunit MsrP,CDS,1014
lcl|NC_002947.4_gene_4915,PP_RS24385,PP_4677,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,CDS,852
lcl|NC_002947.4_gene_4916,PP_RS24390,PP_4678,ilvC,ketol-acid reductoisomerase,CDS,1017
lcl|NC_002947.4_gene_4917,PP_RS24395,PP_4679,ilvN,acetolactate synthase small subunit,CDS,492
lcl|NC_002947.4_gene_4918,PP_RS24400,PP_4680,,acetolactate synthase 3 large subunit,CDS,1725
lcl|NC_002947.4_gene_4919,PP_RS24405,PP_4681,,YqcC family protein,CDS,333
lcl|NC_002947.4_gene_4920,PP_RS24410,PP_4682,,M48 family metallopeptidase,CDS,801
lcl|NC_002947.4_gene_4921,PP_RS24415,PP_4683,mrcB,penicillin-binding protein 1B,CDS,2322
lcl|NC_002947.4_gene_4922,PP_RS24420,PP_4684,,bifunctional aminoglycoside phosphotransferase/ATP-binding protein,CDS,1563
lcl|NC_002947.4_gene_4923,PP_RS24425,PP_4685,,TfoX/Sxy family protein,CDS,279
lcl|NC_002947.4_gene_4924,PP_RS24430,PP_4686,,ChaN family lipoprotein,CDS,885
lcl|NC_002947.4_gene_4925,PP_RS24435,PP_4687,,heme ABC transporter ATP-binding protein,CDS,768
lcl|NC_002947.4_gene_4926,PP_RS24440,PP_4688,,iron ABC transporter permease,CDS,984
lcl|NC_002947.4_gene_4927,PP_RS24445,PP_4689,,hemin ABC transporter substrate-binding protein,CDS,885
lcl|NC_002947.4_gene_4928,PP_RS24450,PP_4690,,Rieske (2Fe-2S) protein,CDS,345
lcl|NC_002947.4_gene_4929,PP_RS24455,PP_4691,sfsA,DNA/RNA nuclease SfsA,CDS,714
lcl|NC_002947.4_gene_4930,PP_RS24460,PP_4692,,pyridoxal phosphate-dependent aminotransferase,CDS,1173
lcl|NC_002947.4_gene_4931,PP_RS24465,PP_4693,dksA,RNA polymerase-binding protein DksA,CDS,447
lcl|NC_002947.4_gene_4932,PP_RS24470,PP_4694,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,CDS,888
lcl|NC_002947.4_gene_4933,PP_RS24475,PP_5704,,hypothetical protein,CDS,177
lcl|NC_002947.4_gene_4934,PP_RS24480,PP_4695,,sensor histidine kinase,CDS,2976
lcl|NC_002947.4_gene_4935,PP_RS24485,PP_4696,,sigma-54 dependent transcriptional regulator,CDS,1443
lcl|NC_002947.4_gene_4936,PP_RS24490,PP_4697,,polynucleotide adenylyltransferase PcnB,CDS,1383
lcl|NC_002947.4_gene_4937,PP_RS24495,PP_4698,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,CDS,480
lcl|NC_002947.4_gene_4938,PP_RS24500,PP_4699,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,CDS,801
lcl|NC_002947.4_gene_4939,PP_RS24505,PP_4700,panC,pantoate--beta-alanine ligase,CDS,864
lcl|NC_002947.4_gene_4940,PP_RS24510,PP_4701,pgi,glucose-6-phosphate isomerase,CDS,1665
lcl|NC_002947.4_gene_4941,PP_RS24515,PP_4702,acs,acetate--CoA ligase,CDS,1935
lcl|NC_002947.4_gene_4942,PP_RS24520,PP_4703,,oxygenase MpaB family protein,CDS,870
lcl|NC_002947.4_gene_4943,PP_RS24525,PP_4704,,DUF748 domain-containing protein,CDS,2937
lcl|NC_002947.4_gene_4944,PP_RS24530,PP_4705,,VOC family protein,CDS,414
lcl|NC_002947.4_gene_4945,PP_RS24535,PP_4706,,putative quinol monooxygenase,CDS,303
lcl|NC_002947.4_gene_4946,PP_RS24540,PP_4707,,BON domain-containing protein,CDS,351
lcl|NC_002947.4_gene_4947,PP_RS24545,PP_4708,pnp,polyribonucleotide nucleotidyltransferase,CDS,2106
lcl|NC_002947.4_gene_4948,PP_RS24550,PP_4709,rpsO,30S ribosomal protein S15,CDS,270
lcl|NC_002947.4_gene_4949,PP_RS24555,PP_4710,truB,tRNA pseudouridine(55) synthase TruB,CDS,918
lcl|NC_002947.4_gene_4950,PP_RS24560,PP_4711,rbfA,30S ribosome-binding factor RbfA,CDS,399
lcl|NC_002947.4_gene_4951,PP_RS24565,PP_4712,infB,translation initiation factor IF-2,CDS,2541
lcl|NC_002947.4_gene_4952,PP_RS24570,PP_4713,nusA,transcription termination factor NusA,CDS,1482
lcl|NC_002947.4_gene_4953,PP_RS24575,PP_4714,rimP,ribosome maturation factor RimP,CDS,459
lcl|NC_002947.4_gene_4954,PP_RS24580,PP_t49,,tRNA-Met,tRNA,77
lcl|NC_002947.4_gene_4955,PP_RS24585,PP_t48,,tRNA-Leu,tRNA,86
lcl|NC_002947.4_gene_4956,PP_RS24590,PP_5706,secG,preprotein translocase subunit SecG,CDS,399
lcl|NC_002947.4_gene_4957,PP_RS24595,PP_4715,tpiA,triose-phosphate isomerase,CDS,756
lcl|NC_002947.4_gene_4958,PP_RS24600,PP_4716,glmM,phosphoglucosamine mutase,CDS,1341
lcl|NC_002947.4_gene_4959,PP_RS24605,PP_4717,folP,dihydropteroate synthase,CDS,852
lcl|NC_002947.4_gene_4960,PP_RS24610,PP_4718,ftsH,ATP-dependent zinc metalloprotease FtsH,CDS,1905
lcl|NC_002947.4_gene_4961,PP_RS24615,PP_4719,rlmE,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,CDS,624
lcl|NC_002947.4_gene_4962,PP_RS24620,PP_4720,yhbY,ribosome assembly RNA-binding protein YhbY,CDS,309
lcl|NC_002947.4_gene_4963,PP_RS24625,PP_4721,,hypothetical protein,CDS,450
lcl|NC_002947.4_gene_4964,PP_RS24630,PP_4722,greA,transcription elongation factor GreA,CDS,483
lcl|NC_002947.4_gene_4965,PP_RS24635,PP_4723,carB,carbamoyl-phosphate synthase large subunit,CDS,3222
lcl|NC_002947.4_gene_4966,PP_RS24640,PP_4724,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,CDS,1137
lcl|NC_002947.4_gene_4967,PP_RS24645,PP_4725,dapB,4-hydroxy-tetrahydrodipicolinate reductase,CDS,804
lcl|NC_002947.4_gene_4968,PP_RS24650,PP_4726,dnaJ,molecular chaperone DnaJ,CDS,1128
lcl|NC_002947.4_gene_4969,PP_RS24655,PP_4727,dnaK,molecular chaperone DnaK,CDS,1926
lcl|NC_002947.4_gene_4970,PP_RS24660,PP_4728,grpE,nucleotide exchange factor GrpE,CDS,558
lcl|NC_002947.4_gene_4971,PP_RS24665,PP_4729,recN,DNA repair protein RecN,CDS,1674
