,locus_tag,name,description,type,length,subsystem
PP_4301,PP_RS22335,pyk,pyruvate kinase,CDS,1416.0,Metabolic:S_Gluconeogenesis
PP_4302,PP_RS22340,,urea transporter,CDS,876.0,Metabolic:S_Transport__Inner_Membrane
PP_4303,PP_RS22345,,RHS repeat-associated core domain-containing protein,CDS,741.0,
PP_4304,PP_RS22350,,ion transporter,CDS,822.0,
PP_4305,PP_RS22355,,sulfate ABC transporter substrate-binding protein,CDS,999.0,Metabolic:S_Transport__ABC_system
PP_4306,PP_RS22360,,class I SAM-dependent methyltransferase,CDS,957.0,
PP_4307,PP_RS22365,,DMT family transporter,CDS,924.0,
PP_4308,PP_RS22370,,Lrp/AsnC family transcriptional regulator,CDS,438.0,
PP_4309,PP_RS22375,,NCS1 family nucleobase:cation symporter-1,CDS,1533.0,Metabolic:S_Transport__Inner_Membrane
PP_4310,PP_RS22380,,aspartate/glutamate racemase family protein,CDS,729.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism
PP_4311,PP_RS22385,,D-amino acid dehydrogenase,CDS,1194.0,
PP_4312,PP_RS22390,,histidine phosphatase family protein,CDS,663.0,
PP_4313,PP_RS22395,,FKBP-type peptidyl-prolyl cis-trans isomerase,CDS,339.0,
PP_4314,PP_RS22400,,GFA family protein,CDS,408.0,
PP_4315,PP_RS22405,,PhzF family phenazine biosynthesis protein,CDS,789.0,
PP_4316,PP_RS22410,,2-hydroxyacid dehydrogenase,CDS,939.0,
PP_4317,PP_RS22415,,hypothetical protein,CDS,198.0,
PP_4318,PP_RS22420,,IS4-like element ISPpu8 family transposase,CDS,1302.0,
PP_4319,PP_RS22425,,hypothetical protein,CDS,417.0,
PP_4320,PP_RS22430,ccmI,c-type cytochrome biogenesis protein CcmI,CDS,1197.0,
PP_5748,PP_RS22435,,cytochrome c-type biogenesis protein,CDS,477.0,
PP_4321,PP_RS22440,,DsbE family thiol:disulfide interchange protein,CDS,537.0,
PP_4322,PP_RS22445,,heme lyase CcmF/NrfE family subunit,CDS,1989.0,
PP_4323,PP_RS22450,ccmE,cytochrome c maturation protein CcmE,CDS,456.0,
PP_4324,PP_RS22455,ccmD,heme exporter protein CcmD,CDS,177.0,
PP_4325,PP_RS22460,,heme ABC transporter permease,CDS,768.0,Metabolic:S_Iron_uptake_and_metabolism
PP_4326,PP_RS22465,ccmB,heme exporter protein CcmB,CDS,669.0,Metabolic:S_Iron_uptake_and_metabolism
PP_4327,PP_RS22470,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,CDS,633.0,Metabolic:S_Transport__ABC_system
PP_4328,PP_RS22475,,flagellar hook-length control protein FliK,CDS,1557.0,
PP_4329,PP_RS22480,,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,CDS,339.0,
PP_4330,PP_RS22485,,dermonecrotic toxin domain-containing protein,CDS,2712.0,
PP_4331,PP_RS22490,,DUF2802 domain-containing protein,CDS,396.0,
PP_4332,PP_RS22495,,chemotaxis protein CheW,CDS,480.0,
PP_4333,PP_RS22500,,CheW domain-containing protein,CDS,897.0,
PP_4334,PP_RS22505,,ParA family protein,CDS,789.0,
PP_4335,PP_RS22510,motD,flagellar motor protein MotD,CDS,858.0,
PP_4336,PP_RS22515,,flagellar motor protein,CDS,741.0,
PP_4337,PP_RS22520,,chemotaxis response regulator protein-glutamate methylesterase,CDS,1113.0,
PP_4338,PP_RS22525,,chemotaxis protein CheA,CDS,2244.0,
PP_4339,PP_RS22530,,protein phosphatase CheZ,CDS,789.0,
PP_4340,PP_RS22535,,chemotaxis response regulator CheY,CDS,375.0,
PP_4341,PP_RS22540,fliA,RNA polymerase sigma factor FliA,CDS,741.0,
PP_4342,PP_RS22545,fleN,flagellar synthesis regulator FleN,CDS,834.0,
PP_4343,PP_RS22550,flhF,flagellar biosynthesis protein FlhF,CDS,1308.0,
PP_4344,PP_RS22555,flhA,flagellar biosynthesis protein FlhA,CDS,2130.0,
PP_4345,PP_RS22560,,GntR family transcriptional regulator,CDS,696.0,
PP_4346,PP_RS22565,,D-alanine--D-alanine ligase family protein,CDS,1059.0,Metabolic:S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis
PP_4347,PP_RS22570,,B12-binding domain/radical SAM domain-containing protein,CDS,1248.0,
PP_4348,PP_RS22575,,PLP-dependent transferase,CDS,1167.0,
PP_4349,PP_RS22580,,LPD16 domain-containing protein,CDS,879.0,
PP_4350,PP_RS22585,,cysteine desulfurase family protein,CDS,1164.0,
PP_5673,PP_RS22590,,D-alanine--D-alanine ligase,CDS,915.0,
PP_4351,PP_RS22595,,FHIPEP family type III secretion protein,CDS,237.0,
PP_4352,PP_RS22600,flhB,flagellar biosynthesis protein FlhB,CDS,1143.0,
PP_4353,PP_RS22605,fliR,flagellar biosynthetic protein FliR,CDS,777.0,
PP_4354,PP_RS22610,fliQ,flagellar biosynthesis protein FliQ,CDS,270.0,
PP_4355,PP_RS22615,fliP,flagellar type III secretion system pore protein FliP,CDS,756.0,
PP_4356,PP_RS22620,fliO,flagellar biosynthetic protein FliO,CDS,435.0,
PP_4357,PP_RS22625,fliN,flagellar motor switch protein FliN,CDS,468.0,
PP_4358,PP_RS22630,fliM,flagellar motor switch protein FliM,CDS,969.0,
PP_4359,PP_RS22635,fliL,flagellar basal body-associated protein FliL,CDS,498.0,
PP_4361,PP_RS22640,,flagellar hook-length control protein FliK,CDS,1266.0,
PP_4362,PP_RS22645,,Hpt domain-containing protein,CDS,348.0,
PP_4363,PP_RS22650,,fused response regulator/phosphatase,CDS,1692.0,
PP_4364,PP_RS22655,,STAS domain-containing protein,CDS,306.0,
PP_4365,PP_RS22660,fliJ,flagellar export protein FliJ,CDS,453.0,
PP_4366,PP_RS22665,fliI,flagellar protein export ATPase FliI,CDS,1356.0,
PP_4367,PP_RS22670,fliH,flagellar assembly protein FliH,CDS,792.0,
PP_4368,PP_RS22675,fliG,flagellar motor switch protein FliG,CDS,1020.0,
PP_4369,PP_RS22680,fliF,flagellar basal-body MS-ring/collar protein FliF,CDS,1779.0,
PP_4370,PP_RS22685,fliE,flagellar hook-basal body complex protein FliE,CDS,333.0,
PP_4371,PP_RS22690,,sigma-54 dependent transcriptional regulator,CDS,1356.0,
PP_4372,PP_RS22695,,PAS domain-containing sensor histidine kinase,CDS,1218.0,
PP_4373,PP_RS22700,fleQ,transcriptional regulator FleQ,CDS,1476.0,
PP_4374,PP_RS22705,,flagellar assembly protein FliT,CDS,294.0,
PP_4375,PP_RS22710,fliS,flagellar export chaperone FliS,CDS,396.0,
PP_4376,PP_RS22715,fliD,flagellar filament capping protein FliD,CDS,1359.0,
PP_4377,PP_RS22720,,flagellar protein FlaG,CDS,345.0,
PP_4378,PP_RS22725,,flagellin hook IN motif-containing protein,CDS,2064.0,
PP_4379,PP_RS22730,,ketoacyl-ACP synthase III,CDS,930.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis
PP_4380,PP_RS22735,,flagellar hook-associated protein 3,CDS,1566.0,
PP_4381,PP_RS22740,flgK,flagellar hook-associated protein FlgK,CDS,2043.0,
PP_4382,PP_RS22745,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,CDS,1155.0,
PP_4383,PP_RS22750,,flagellar basal body P-ring protein FlgI,CDS,1116.0,
PP_4384,PP_RS22755,flgH,flagellar basal body L-ring protein FlgH,CDS,696.0,
PP_4385,PP_RS22760,flgG,flagellar basal-body rod protein FlgG,CDS,786.0,
PP_4386,PP_RS22765,flgF,flagellar basal-body rod protein FlgF,CDS,741.0,
PP_4387,PP_RS22770,,hypothetical protein,CDS,192.0,
PP_4388,PP_RS22775,flgE,flagellar hook protein FlgE,CDS,1323.0,
PP_4389,PP_RS22780,flgD,flagellar hook assembly protein FlgD,CDS,702.0,
PP_4390,PP_RS22785,flgC,flagellar basal body rod protein FlgC,CDS,444.0,
PP_4391,PP_RS22790,flgB,flagellar basal body rod protein FlgB,CDS,411.0,
PP_4392,PP_RS22795,cheR,protein-glutamate O-methyltransferase CheR,CDS,828.0,
PP_4393,PP_RS22800,,chemotaxis protein CheV,CDS,930.0,
PP_4394,PP_RS22805,flgA,flagellar basal body P-ring formation chaperone FlgA,CDS,753.0,
PP_4395,PP_RS22810,flgM,flagellar biosynthesis anti-sigma factor FlgM,CDS,315.0,
PP_4396,PP_RS22815,,flagella synthesis protein FlgN,CDS,468.0,
PP_4397,PP_RS22820,,flagellar brake protein,CDS,744.0,
PP_4398,PP_RS22825,,MFS transporter,CDS,1335.0,
PP_4399,PP_RS22830,,glutamine synthetase family protein,CDS,1242.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_4400,PP_RS22835,bkdR,Bkd operon transcriptional regulator BkdR,CDS,486.0,
PP_4401,PP_RS22840,,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha,CDS,1233.0,Metabolic:S_Valine__Leucine__and_Isoleucine_Metabolism
PP_4402,PP_RS22845,,alpha-ketoacid dehydrogenase subunit beta,CDS,1059.0,Metabolic:S_Valine__Leucine__and_Isoleucine_Metabolism
PP_4403,PP_RS22850,,dihydrolipoamide acetyltransferase family protein,CDS,1272.0,Metabolic:S_Valine__Leucine__and_Isoleucine_Metabolism
PP_4404,PP_RS22855,lpdA,dihydrolipoyl dehydrogenase,CDS,1380.0,Metabolic:S_Valine__Leucine__and_Isoleucine_Metabolism
PP_4405,PP_RS22860,,diguanylate cyclase,CDS,999.0,Metabolic:S_Purine_Metabolism
PP_4406,PP_RS22865,,hypothetical protein,CDS,528.0,
PP_4407,PP_RS22870,,amino acid permease,CDS,1383.0,
PP_4408,PP_RS22875,,IS5 family transposase,CDS,856.0,
PP_4409,PP_RS22880,,tyrosine-type recombinase/integrase,CDS,1431.0,
PP_4410,PP_RS22885,,hypothetical protein,CDS,3300.0,
PP_5674,PP_RS22890,,hypothetical protein,CDS,600.0,
PP_4411,PP_RS22895,,hypothetical protein,CDS,549.0,
PP_4412,PP_RS22900,,hypothetical protein,CDS,579.0,
PP_4415,PP_RS22905,,tyrosine-type recombinase/integrase,CDS,1101.0,
PP_5675,PP_RS22910,,hypothetical protein,CDS,225.0,
PP_5676,PP_RS22915,,hypothetical protein,CDS,402.0,
PP_5677,PP_RS22920,,hypothetical protein,CDS,219.0,
PP_5678,PP_RS22930,,hypothetical protein,CDS,291.0,
PP_4418,PP_RS22935,,hypothetical protein,CDS,324.0,
PP_4420,PP_RS22940,,IS3 family transposase,CDS,1163.0,
PP_4421,PP_RS22950,,aspartate aminotransferase family protein,CDS,1392.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism
PP_4422,PP_RS22955,,NAD-dependent succinate-semialdehyde dehydrogenase,CDS,1473.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism
PP_4423,PP_RS22960,doeB,"N(2)-acetyl-L-2,4-diaminobutanoate deacetylase DoeB",CDS,996.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism
PP_4424,PP_RS22965,,Lrp/AsnC family transcriptional regulator,CDS,468.0,
PP_4425,PP_RS22970,ehuA,ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA,CDS,768.0,Metabolic:S_Transport__ABC_system
PP_4426,PP_RS22975,ehuD,ectoine/hydroxyectoine ABC transporter permease subunit EhuD,CDS,657.0,Metabolic:S_Transport__ABC_system
PP_4427,PP_RS22980,ehuC,ectoine/hydroxyectoine ABC transporter permease subunit EhuC,CDS,657.0,Metabolic:S_Transport__ABC_system
PP_4428,PP_RS22985,ehuB,ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB,CDS,855.0,Metabolic:S_Transport__ABC_system
PP_4429,PP_RS22990,,PLP-dependent aminotransferase family protein,CDS,1398.0,
PP_4430,PP_RS22995,eutB,hydroxyectoine utilization dehydratase EutB,CDS,993.0,Metabolic:S_Glycine__Serine_and_threonine_metabolism
PP_4431,PP_RS23000,eutC,ectoine utilization protein EutC,CDS,993.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_4432,PP_RS23005,doeA,ectoine hydrolase DoeA,CDS,1191.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism
PP_4433,PP_RS23010,,MFS transporter,CDS,1293.0,
PP_4434,PP_RS23015,,D-amino acid dehydrogenase,CDS,1299.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism
PP_4435,PP_RS23020,,RidA family protein,CDS,354.0,
PP_4438,PP_RS28700,tnpB,IS66 family insertion sequence element accessory protein TnpB,CDS,336.0,
PP_4439,PP_RS23040,,IS66 family transposase,CDS,1536.0,
PP_4441,PP_RS23050,,transposase,CDS,321.0,
PP_4442,PP_RS28705,tnpB,IS66 family insertion sequence element accessory protein TnpB,CDS,336.0,
PP_4443,PP_RS23060,,IS66-like element ISPpu14 family transposase,CDS,1536.0,
PP_4446,PP_RS23070,ltrA,group II intron reverse transcriptase/maturase,CDS,1122.0,
PP_5680,PP_RS23075,,XRE family transcriptional regulator,CDS,390.0,
PP_4447,PP_RS23080,,DUF4297 family anti-phage-associated protein,CDS,1251.0,
PP_4448,PP_RS23085,herA,anti-phage-associated helicase HerA,CDS,1764.0,
PP_5681,PP_RS28710,,hypothetical protein,CDS,342.0,
PP_4449,PP_RS23090,,hypothetical protein,CDS,255.0,
PP_5682,PP_RS23095,,hypothetical protein,CDS,210.0,
PP_4450,PP_RS23100,,histidine phosphatase family protein,CDS,627.0,
PP_5683,PP_RS23105,,hypothetical protein,CDS,237.0,
PP_5684,PP_RS28715,,hypothetical protein,CDS,219.0,
PP_4451,PP_RS23115,,PIN domain-containing protein,CDS,1086.0,
PP_5686,PP_RS23120,,BrnT family toxin,CDS,630.0,
PP_5687,PP_RS23125,,MFS transporter,CDS,645.0,
PP_4452,PP_RS23130,,NAD/NADP octopine/nopaline dehydrogenase family protein,CDS,1074.0,
PP_4453,PP_RS23135,,ABC transporter ATP-binding protein,CDS,1851.0,
PP_4454,PP_RS23140,,ABC transporter permease,CDS,873.0,
PP_4455,PP_RS23145,,ABC transporter permease,CDS,942.0,
PP_4456,PP_RS23150,,NAD(P)/FAD-dependent oxidoreductase,CDS,1395.0,
PP_5688,PP_RS23155,,(2Fe-2S)-binding protein,CDS,309.0,
PP_4457,PP_RS23160,,FAD-binding oxidoreductase,CDS,1128.0,
PP_4458,PP_RS23165,,ABC transporter substrate-binding protein,CDS,1581.0,
PP_4459,PP_RS23170,,IS630 family transposase,CDS,1098.0,
PP_4460,PP_RS23175,,LysR substrate-binding domain-containing protein,CDS,927.0,
PP_4461,PP_RS23180,,MFS transporter,CDS,1293.0,
PP_4462,PP_RS23185,,RraA family protein,CDS,666.0,
PP_4463,PP_RS23190,,carbon-nitrogen hydrolase family protein,CDS,876.0,
PP_4464,PP_RS23195,,LysR family transcriptional regulator,CDS,906.0,
PP_4465,PP_RS23200,,OprD family porin,CDS,1344.0,
PP_4466,PP_RS23205,,TauD/TfdA family dioxygenase,CDS,873.0,
PP_4467,PP_RS23210,,LysR family transcriptional regulator,CDS,903.0,
PP_5689,PP_RS23215,,hypothetical protein,CDS,684.0,
PP_5690,PP_RS23220,,hypothetical protein,CDS,384.0,
PP_5691,PP_RS23225,,hypothetical protein,CDS,447.0,
PP_5692,PP_RS23230,,DUF6957 family protein,CDS,393.0,
PP_4468,PP_RS23235,,LuxR C-terminal-related transcriptional regulator,CDS,492.0,
PP_t58,PP_RS23240,,tRNA-Arg,tRNA,72.0,Translation
PP_4469,PP_RS23245,phnN,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN",CDS,594.0,Metabolic:S_Alternate_Carbon__Ribose_Metabolism
PP_5693,PP_RS23250,,hypothetical protein,CDS,270.0,
PP_4470,PP_RS23255,,Arc family DNA-binding protein,CDS,327.0,
PP_4471,PP_RS23260,mgtE,magnesium transporter,CDS,1443.0,Metabolic:S_Transport__Inner_Membrane
PP_t56,PP_RS23265,,tRNA-Arg,tRNA,77.0,Translation
PP_t55,PP_RS23270,,tRNA-Arg,tRNA,77.0,Translation
PP_t54,PP_RS23275,,tRNA-Arg,tRNA,77.0,Translation
PP_t53,PP_RS23280,,tRNA-Arg,tRNA,77.0,Translation
PP_t52,PP_RS23285,,tRNA-Ser,tRNA,91.0,Translation
PP_4472,PP_RS23290,csrA,carbon storage regulator CsrA,CDS,189.0,
PP_4473,PP_RS23295,,aspartate kinase,CDS,1236.0,Metabolic:S_Lysine_Metabolism
PP_4474,PP_RS23300,alaS,alanine--tRNA ligase,CDS,2625.0,tRNA Charging
PP_4475,PP_RS23305,astE,succinylglutamate desuccinylase,CDS,1008.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_4476,PP_RS23310,,topoisomerase II,CDS,291.0,
PP_4477,PP_RS23315,astB,N-succinylarginine dihydrolase,CDS,1350.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_4478,PP_RS23320,astD,succinylglutamate-semialdehyde dehydrogenase,CDS,1464.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_4479,PP_RS23325,astA,arginine N-succinyltransferase,CDS,1029.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_4480,PP_RS23330,aruF,arginine/ornithine succinyltransferase subunit alpha,CDS,1020.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_4481,PP_RS23335,,aspartate aminotransferase family protein,CDS,1221.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_4482,PP_RS23340,argR,transcriptional regulator ArgR,CDS,981.0,
PP_4483,PP_RS23345,,ABC transporter ATP-binding protein,CDS,765.0,Metabolic:S_Transport__ABC_system
PP_4484,PP_RS23350,,ABC transporter permease,CDS,699.0,Metabolic:S_Transport__ABC_system
PP_4485,PP_RS23355,,ABC transporter permease,CDS,690.0,Metabolic:S_Transport__ABC_system
PP_4486,PP_RS23360,,ABC transporter substrate-binding protein,CDS,786.0,Metabolic:S_Transport__ABC_system
PP_4487,PP_RS23365,acs,acetate--CoA ligase,CDS,1962.0,Metabolic:S_Gluconeogenesis
PP_4488,PP_RS23370,,DUF2790 domain-containing protein,CDS,255.0,
PP_4489,PP_RS23375,,sigma-54-dependent phenylalanine hydroxylase transcriptional regulator PhhR,CDS,1560.0,
PP_4490,PP_RS23380,phhA,phenylalanine 4-monooxygenase,CDS,789.0,Metabolic:S_Aromatic_Compounds_Degradation__Homogentisate_pathway
PP_4491,PP_RS23385,,4a-hydroxytetrahydrobiopterin dehydratase,CDS,357.0,Metabolic:S_Aromatic_Compounds_Degradation__Homogentisate_pathway
PP_5694,PP_RS28815,,hypothetical protein,CDS,129.0,
PP_4492,PP_RS23390,,MFS transporter,CDS,1203.0,Metabolic:S_Transport__Inner_Membrane
PP_4493,PP_RS23395,,FAD-binding and (Fe-S)-binding domain-containing protein,CDS,3021.0,
PP_4494,PP_RS23400,,LysR substrate-binding domain-containing protein,CDS,885.0,
PP_4495,PP_RS23405,,amino acid permease,CDS,1419.0,Metabolic:S_Transport__Inner_Membrane
PP_4496,PP_RS23410,,23S rRNA pseudouridine(2605) synthase RluB,CDS,1068.0,
PP_4497,PP_RS23415,scpB,SMC-Scp complex subunit ScpB,CDS,768.0,
PP_4498,PP_RS23420,,ScpA family protein,CDS,741.0,
PP_4499,PP_RS23425,,L-threonylcarbamoyladenylate synthase,CDS,630.0,
PP_4500,PP_RS23430,,PHP domain-containing protein,CDS,861.0,
PP_4501,PP_RS23435,,septation protein A,CDS,594.0,
PP_4502,PP_RS23440,,YciI family protein,CDS,300.0,
PP_4503,PP_RS23445,,response regulator transcription factor,CDS,678.0,
PP_4504,PP_RS23450,,Spy/CpxP family protein refolding chaperone,CDS,417.0,
PP_4505,PP_RS23455,,HAMP domain-containing sensor histidine kinase,CDS,1341.0,
PP_4506,PP_RS23460,,NAD(P)H nitroreductase,CDS,558.0,
PP_4507,PP_RS23465,,TrkH family potassium uptake protein,CDS,1455.0,Metabolic:S_Transport__Inner_Membrane
PP_4508,PP_RS23470,,AraC family transcriptional regulator,CDS,1062.0,
PP_4509,PP_RS23475,,DUF962 domain-containing protein,CDS,312.0,
PP_4510,PP_RS23480,,"UDP-2,3-diacylglucosamine diphosphatase",CDS,798.0,
PP_4511,PP_RS23485,,AraC family transcriptional regulator,CDS,768.0,
PP_4512,PP_RS23490,,DMT family transporter,CDS,891.0,
PP_4513,PP_RS23495,,SelT/SelW/SelH family protein,CDS,282.0,
PP_4514,PP_RS23500,,patatin-like phospholipase family protein,CDS,2187.0,
PP_4515,PP_RS23505,,MarR family transcriptional regulator,CDS,438.0,
PP_4516,PP_RS23510,recQ,DNA helicase RecQ,CDS,2148.0,
PP_4517,PP_RS23515,,YecA family protein,CDS,588.0,
PP_4518,PP_RS23520,,YbaN family protein,CDS,366.0,
PP_4519,PP_RS23525,,TolC family outer membrane protein,CDS,1359.0,
PP_4520,PP_RS23530,,tRNA-uridine aminocarboxypropyltransferase,CDS,600.0,
PP_4521,PP_RS23535,,PAS domain-containing methyl-accepting chemotaxis protein,CDS,1566.0,
PP_4522,PP_RS23540,,LysR family transcriptional regulator,CDS,894.0,
PP_4523,PP_RS23545,speB,agmatinase,CDS,951.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_4524,PP_RS23550,,sodium:solute symporter,CDS,1380.0,Metabolic:S_Transport__Inner_Membrane
PP_4525,PP_RS23555,,LysR family transcriptional regulator,CDS,894.0,
PP_4526,PP_RS23560,,MFS transporter,CDS,1173.0,
PP_4527,PP_RS23565,,DMT family transporter,CDS,927.0,
PP_4528,PP_RS23570,,hypothetical protein,CDS,396.0,
PP_4529,PP_RS23575,,BrnA antitoxin family protein,CDS,255.0,
PP_4530,PP_RS23580,,BrnT family toxin,CDS,279.0,
PP_4531,PP_RS23585,,hypothetical protein,CDS,273.0,
PP_4532,PP_RS23590,,DEAD/DEAH box helicase,CDS,1362.0,
PP_4533,PP_RS23595,,mechanosensitive ion channel family protein,CDS,1302.0,
PP_5695,PP_RS23600,,DUF3077 domain-containing protein,CDS,270.0,
PP_4534,PP_RS23605,,hypothetical protein,CDS,243.0,
PP_4535,PP_RS23610,,DUF3732 domain-containing protein,CDS,2004.0,
PP_5696,PP_RS23615,,three component ABC system middle component,CDS,462.0,
PP_5697,PP_RS23620,,hypothetical protein,CDS,294.0,
PP_4536,PP_RS23625,,mechanosensitive ion channel family protein,CDS,612.0,
PP_4537,PP_RS23630,,carboxylate/amino acid/amine transporter,CDS,876.0,
PP_4538,PP_RS23635,,FMN-dependent NADH-azoreductase,CDS,600.0,
PP_5698,PP_RS23640,,hypothetical protein,CDS,315.0,
PP_4539,PP_RS23645,,LysR family transcriptional regulator,CDS,924.0,
PP_4540,PP_RS23650,,alpha/beta fold hydrolase,CDS,813.0,
PP_4541,PP_RS23655,,peptidylprolyl isomerase A,CDS,558.0,
PP_4542,PP_RS23660,,ABC transporter ATP-binding protein,CDS,1833.0,
PP_4543,PP_RS23665,,GNAT family N-acetyltransferase,CDS,1128.0,
PP_4544,PP_RS23670,,putative porin,CDS,1245.0,
PP_4545,PP_RS23675,,beta-ketoacyl-ACP synthase III,CDS,1122.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis
PP_4546,PP_RS23680,hrpA,ATP-dependent RNA helicase HrpA,CDS,3906.0,
PP_4547,PP_RS23685,,glutamine synthetase family protein,CDS,1365.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_4548,PP_RS23690,,FAD-binding oxidoreductase,CDS,1308.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_4549,PP_RS23695,fadD1,long-chain-fatty-acid--CoA ligase FadD1,CDS,1698.0,Metabolic:S_Fatty_Acid_Metabolism
PP_4550,PP_RS23700,fadD2,long-chain-fatty-acid--CoA ligase FadD2,CDS,1689.0,Metabolic:S_Fatty_Acid_Metabolism
PP_4551,PP_RS23705,,alpha/beta hydrolase,CDS,945.0,
PP_4552,PP_RS23710,,MaoC family dehydratase,CDS,471.0,Metabolic:S_PHAs_Metabolism
PP_4553,PP_RS23715,,RNA polymerase sigma factor,CDS,1239.0,
PP_4554,PP_RS23720,,SRPBCC family protein,CDS,486.0,
PP_4555,PP_RS23725,,YciI family protein,CDS,345.0,
PP_4556,PP_RS23730,,nuclear transport factor 2 family protein,CDS,426.0,
PP_4557,PP_RS23735,,DUF2790 domain-containing protein,CDS,258.0,
PP_4558,PP_RS23740,,GNAT family N-acetyltransferase,CDS,405.0,
PP_4559,PP_RS23745,def,peptide deformylase,CDS,537.0,
PP_4560,PP_RS23750,,YihY/virulence factor BrkB family protein,CDS,957.0,Transcription
PP_4561,PP_RS23755,,CsbD family protein,CDS,180.0,
PP_4562,PP_RS23760,,hypothetical protein,CDS,381.0,
PP_4563,PP_RS23765,,S1 RNA-binding domain-containing protein,CDS,837.0,
PP_4564,PP_RS23770,,DUF6279 family lipoprotein,CDS,861.0,
PP_4565,PP_RS23775,aceK,bifunctional isocitrate dehydrogenase kinase/phosphatase,CDS,1716.0,
PP_4566,PP_RS23780,,DMT family transporter,CDS,876.0,
PP_4567,PP_RS23785,,DUF4265 domain-containing protein,CDS,459.0,
PP_4568,PP_RS23790,,DMT family transporter,CDS,882.0,
PP_4570,PP_RS23800,,aspartyl/asparaginyl beta-hydroxylase domain-containing protein,CDS,936.0,Metabolic:S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis
